Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771524856368,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,49.567344665527344,49.485198974609375,47.00785827636719,47.439212799072266,48.688751220703125,45.863624572753906,46.6561279296875,49.075714111328125,NaN,NaN,100,NaN,NaN,NaN,0,NaN,NaN,0,0,0,0,0,NaN,0,0,0,NaN,0,0,NaN,100,NaN,26.340463638305664,137438953472,0,20225998848,0
209,1771524856368,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,49.567344665527344,49.485198974609375,47.00785827636719,47.439212799072266,48.688751220703125,45.863624572753906,46.6561279296875,49.075714111328125,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,NaN,0,0,0,26.340463638305664,137438953472,0,20227014656,0
202,1771524856578,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,49.567344665527344,49.485198974609375,47.00785827636719,47.439212799072266,48.688751220703125,45.863624572753906,46.6561279296875,49.075714111328125,14.285715103149414,5,85,13.636363983154297,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,25,13.636363983154297,26.340463638305664,137438953472,0,20328628224,0
209,1771524856781,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,49.567344665527344,49.485198974609375,47.00785827636719,47.439212799072266,48.688751220703125,45.863624572753906,46.6561279296875,49.075714111328125,10,9.523809432983398,35,0,0,0,0,0,4.761904716491699,9.523809432983398,4.761904716491699,0,5.263157844543457,5,0,4.761904716491699,0,0,10,0,4.761904716491699,0,80.95238494873047,42.105262756347656,26.340463638305664,137438953472,0,23050584064,0
199,1771524856991,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,49.970394134521484,49.83121871948242,47.249481201171875,47.793540954589844,48.94980239868164,46.26944351196289,46.92930603027344,49.59581756591797,14.285715103149414,9.523809432983398,9.523809432983398,4.545454502105713,4.545454502105713,4.545454502105713,0,0,0,0,0,0,4.761904716491699,0,0,0,0,9.090909004211426,0,0,0,0,70,14.285715103149414,26.340463638305664,137438953472,0,23596384256,0
209,1771524857191,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,49.970394134521484,49.83121871948242,47.249481201171875,47.793540954589844,48.94980239868164,46.26944351196289,46.92930603027344,49.59581756591797,5,5.263157844543457,15.000000953674316,30.000001907348633,0,0,0,0,5.263157844543457,0,5,0,5,0,0,0,0,0,15.000000953674316,10,0,0,36.842105865478516,35,26.340463638305664,137438953472,0,24768282624,0
199,1771524857401,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,49.970394134521484,49.83121871948242,47.249481201171875,47.793540954589844,48.94980239868164,46.26944351196289,46.92930603027344,49.59581756591797,5,4.761904716491699,19.047618865966797,19.047618865966797,0,0,0,0,9.523809432983398,0,4.761904716491699,0,9.090909004211426,0,0,0,4.545454502105713,0,14.285715103149414,4.761904716491699,9.523809432983398,8.69565200805664,19.047618865966797,52.38095474243164,59.941993713378906,137438953472,0,24783683584,0
205,1771524857601,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,49.970394134521484,49.83121871948242,47.249481201171875,47.793540954589844,48.94980239868164,46.26944351196289,46.92930603027344,49.59581756591797,20,20,0,0,0,0,0,0,55,40,30.000001907348633,15.789472579956055,10.526315689086914,5.263157844543457,14.285715103149414,0,5.263157844543457,0,4.761904716491699,0,5,0,0,0,59.941993713378906,137438953472,0,24729288704,0
209,1771524857807,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,49.970394134521484,49.83121871948242,47.249481201171875,47.793540954589844,48.94980239868164,46.26944351196289,46.92930603027344,49.59581756591797,20,10,0,4.761904716491699,4.545454502105713,0,0,0,36.842105865478516,42.85714340209961,20,23.809524536132813,9.523809432983398,9.090909004211426,0,4.761904716491699,4.761904716491699,4.761904716491699,0,0,5,0,0,4.545454502105713,59.941993713378906,137438953472,0,24723963904,0
204,1771524858016,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,50.23686218261719,50.817604064941406,47.94633483886719,48.154327392578125,50.946720123291016,48.29341125488281,48.59153366088867,51.168670654296875,4.761904716491699,4.761904716491699,0,0,0,4.545454502105713,4.761904716491699,0,38.095237731933594,55,20,19.047618865966797,4.761904716491699,9.523809432983398,13.636363983154297,14.285715103149414,0,0,0,4.761904716491699,9.090909004211426,0,0,0,59.941993713378906,137438953472,0,24716247040,0
