Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771512448027,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,50.849082946777344,49.99827194213867,47.66890335083008,48.588748931884766,48.894779205322266,46.049522399902344,46.91400146484375,49.48567199707031,0,NaN,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,24.610389709472656,137438953472,0,20889976832,0
209,1771512448027,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,50.849082946777344,49.99827194213867,47.66890335083008,48.588748931884766,48.894779205322266,46.049522399902344,46.91400146484375,49.48567199707031,NaN,0,0,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,NaN,NaN,NaN,24.610389709472656,137438953472,0,20890927104,0
202,1771512448237,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,50.849082946777344,49.99827194213867,47.66890335083008,48.588748931884766,48.894779205322266,46.049522399902344,46.91400146484375,49.48567199707031,0,0,0,9.090909004211426,0,0,0,0,0,0,0,0,0,0,0,0,0,4.761904716491699,0,0,0,0,100,0,24.610389709472656,137438953472,0,20907589632,0
209,1771512448440,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,50.849082946777344,49.99827194213867,47.66890335083008,48.588748931884766,48.894779205322266,46.049522399902344,46.91400146484375,49.48567199707031,15.789472579956055,20,26.3157901763916,15.000000953674316,0,0,0,0,0,0,0,0,19.047618865966797,0,0,0,0,5,5,0,0,0,73.68421173095703,45,26.459110260009766,137438953472,0,22529687552,0
206,1771512448650,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,50.849082946777344,49.99827194213867,47.66890335083008,48.588748931884766,48.894779205322266,46.049522399902344,46.91400146484375,49.48567199707031,14.285715103149414,9.523809432983398,23.809524536132813,9.523809432983398,4.761904716491699,8.69565200805664,0,0,0,0,0,0,4.761904716491699,4.545454502105713,0,0,4.545454502105713,4.761904716491699,0,0,4.545454502105713,4.761904716491699,71.42857360839844,28.571430206298828,26.459110260009766,137438953472,0,24265621504,0
199,1771512448857,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,50.849082946777344,49.99827194213867,47.66890335083008,48.588748931884766,48.894779205322266,46.049522399902344,46.91400146484375,49.48567199707031,9.523809432983398,4.761904716491699,35,13.636363983154297,0,0,0,0,5,4.761904716491699,4.761904716491699,0,0,0,4.761904716491699,0,0,4.761904716491699,9.523809432983398,4.761904716491699,0,9.523809432983398,45,20,26.459110260009766,137438953472,0,24822693888,0
204,1771512449057,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,50.23341751098633,50.202423095703125,47.61031723022461,48.151214599609375,49.23033905029297,46.51436996459961,47.35676574707031,50.129695892333984,10,5.263157844543457,19.047618865966797,31.57894515991211,0,0,0,0,5,4.761904716491699,5,0,0,0,0,5,4.761904716491699,0,0,5,15.000000953674316,0,35,40,26.459110260009766,137438953472,0,25222070272,0
201,1771512449262,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,50.23341751098633,50.202423095703125,47.61031723022461,48.151214599609375,49.23033905029297,46.51436996459961,47.35676574707031,50.129695892333984,9.523809432983398,5,20,10.526315689086914,0,0,4.545454502105713,0,4.761904716491699,0,4.761904716491699,4.761904716491699,9.090909004211426,4.761904716491699,9.523809432983398,0,0,0,14.285715103149414,10,4.761904716491699,5,52.6315803527832,31.57894515991211,26.459110260009766,137438953472,0,25395511296,0
209,1771512449464,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,50.23341751098633,50.202423095703125,47.61031723022461,48.151214599609375,49.23033905029297,46.51436996459961,47.35676574707031,50.129695892333984,10,9.523809432983398,25,14.285715103149414,0,0,0,4.761904716491699,0,0,0,0,5,0,0,0,0,4.761904716491699,10,5,0,4.761904716491699,50,45,92.5085220336914,137438953472,0,25398067200,0
209,1771512449674,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,50.23341751098633,50.202423095703125,47.61031723022461,48.151214599609375,49.23033905029297,46.51436996459961,47.35676574707031,50.129695892333984,10,38.095237731933594,15.000000953674316,42.85714340209961,9.090909004211426,0,0,0,5,5,0,4.545454502105713,5,0,0,8.69565200805664,0,9.090909004211426,15.000000953674316,4.545454502105713,0,0,30.000001907348633,33.333335876464844,92.5085220336914,137438953472,0,25411698688,0
