Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771509696876,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,47.613216400146484,48.33075714111328,45.72978210449219,45.74159240722656,47.8403434753418,45.142032623291016,45.98994445800781,48.12239456176758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,25.452482223510742,137438953472,0,23625531392,0
209,1771509696876,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,47.613216400146484,48.33075714111328,45.72978210449219,45.74159240722656,47.9605712890625,45.16899108886719,46.04599380493164,48.20375061035156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,25.452482223510742,137438953472,0,23625662464,0
208,1771509697086,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,47.7513427734375,48.380123138427734,45.74967575073242,45.799659729003906,47.9605712890625,45.16899108886719,46.04599380493164,48.20375061035156,0,4.761904716491699,0,0,0,0,0,0,0,0,0,0,4.545454502105713,4.761904716491699,90.90909576416016,10,0,0,0,0,0,0,0,0,25.452482223510742,137438953472,0,23645274112,0
209,1771509697295,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,47.7513427734375,48.380123138427734,45.74967575073242,45.799659729003906,47.9605712890625,45.16899108886719,46.04599380493164,48.20375061035156,5,4.761904716491699,4.761904716491699,0,0,0,0,0,4.761904716491699,0,4.761904716491699,4.545454502105713,5,76.19047546386719,45,14.285715103149414,30.000001907348633,9.523809432983398,4.545454502105713,0,0,4.545454502105713,0,0,29.105876922607422,137438953472,0,25627574272,0
200,1771509697505,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,47.7513427734375,48.380123138427734,45.74967575073242,45.799659729003906,47.9605712890625,45.16899108886719,46.04599380493164,48.20375061035156,4.761904716491699,9.523809432983398,0,0,0,0,0,0,0,0,0,0,0,85.71428680419922,19.047618865966797,13.636363983154297,0,4.761904716491699,0,0,0,0,0,4.545454502105713,29.105876922607422,137438953472,0,27023097856,0
200,1771509697705,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,47.7513427734375,48.380123138427734,45.74967575073242,45.799659729003906,47.9605712890625,45.16899108886719,46.04599380493164,48.20375061035156,10,5,5,0,0,0,0,0,0,5,0,10.526315689086914,5,50,26.3157901763916,10.526315689086914,19.047618865966797,5,0,0,0,5.263157844543457,0,0,29.105876922607422,137438953472,0,27820539904,0
200,1771509697905,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,47.9151611328125,48.532073974609375,45.92927551269531,45.993099212646484,48.53509521484375,45.87820816040039,46.78059387207031,48.9879035949707,9.523809432983398,5.263157844543457,0,0,4.761904716491699,0,0,0,9.523809432983398,15.789472579956055,0,0,5,33.333335876464844,36.842105865478516,42.105262756347656,5.263157844543457,5,4.761904716491699,0,9.523809432983398,0,0,4.761904716491699,29.105876922607422,137438953472,0,28213968896,0
199,1771509698106,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,47.9151611328125,48.532073974609375,45.92927551269531,45.993099212646484,48.53509521484375,45.87820816040039,46.78059387207031,48.9879035949707,11.111111640930176,14.285715103149414,0,0,0,4.761904716491699,4.761904716491699,9.523809432983398,5,9.523809432983398,5,5,5.263157844543457,45,35,50,15.000000953674316,5,5.263157844543457,10,0,0,0,0,29.105876922607422,137438953472,0,28213968896,0
209,1771509698306,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,47.9151611328125,48.532073974609375,45.92927551269531,45.993099212646484,48.53509521484375,45.87820816040039,46.78059387207031,48.9879035949707,30.000001907348633,15.789472579956055,0,0,5,0,0,0,9.523809432983398,5.263157844543457,4.761904716491699,4.761904716491699,5,65,26.3157901763916,25,25,5,4.761904716491699,5,0,0,0,0,106.05949401855469,137438953472,0,28213968896,0
209,1771509698516,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,47.9151611328125,48.532073974609375,45.92927551269531,45.993099212646484,48.53509521484375,45.87820816040039,46.78059387207031,48.9879035949707,14.285715103149414,15.000000953674316,4.545454502105713,0,0,0,0,0,10,9.090909004211426,10,0,4.761904716491699,35,31.81818199157715,33.333335876464844,40,4.761904716491699,0,0,0,4.545454502105713,8.69565200805664,0,106.05949401855469,137438953472,0,28514516992,0
