Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771522552182,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,54.25411605834961,59.90789031982422,53.62100601196289,51.73952865600586,50.00736618041992,46.4415397644043,46.326904296875,48.81730651855469,0,100,0,0,0,0,0,0,0,NaN,0,0,0,NaN,0,0,0,0,50,100,0,0,0,0,26.52134132385254,137438953472,0,20230275072,0
206,1771522552183,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,54.25411605834961,59.90789031982422,53.62100601196289,51.73952865600586,50.00736618041992,46.4415397644043,46.326904296875,48.81730651855469,100,0,NaN,0,0,0,NaN,0,0,0,0,0,100,0,0,0,0,NaN,NaN,100,100,0,NaN,0,26.52134132385254,137438953472,0,20230275072,0
209,1771522552389,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,54.25411605834961,59.90789031982422,53.62100601196289,51.73952865600586,50.00736618041992,46.4415397644043,46.326904296875,48.81730651855469,52.38095474243164,45,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9.523809432983398,66.66667175292969,40,38.095237731933594,25,4.761904716491699,0,29.531089782714844,137438953472,0,20230275072,0
209,1771522552599,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,54.25411605834961,59.90789031982422,53.62100601196289,51.73952865600586,50.00736618041992,46.4415397644043,46.326904296875,48.81730651855469,60.000003814697266,47.619049072265625,0,4.761904716491699,4.761904716491699,4.545454502105713,0,0,0,0,0,0,23.809524536132813,0,0,0,0,14.285715103149414,70,47.619049072265625,14.285715103149414,9.523809432983398,9.090909004211426,0,29.531089782714844,137438953472,0,24267718656,0
199,1771522552809,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,54.25411605834961,59.90789031982422,53.62100601196289,51.73952865600586,50.00736618041992,46.4415397644043,46.326904296875,48.81730651855469,52.38095474243164,45,0,4.545454502105713,0,4.761904716491699,0,0,0,4.761904716491699,0,4.545454502105713,10,0,0,0,0,9.523809432983398,61.904762268066406,35,5,5,0,0,29.531089782714844,137438953472,0,24631738368,0
199,1771522553009,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,58.24724578857422,58.085811614990234,53.36366653442383,53.96825408935547,51.521419525146484,47.98784255981445,48.14363098144531,51.21347427368164,50,52.38095474243164,5.263157844543457,0,0,0,0,0,0,0,0,0,19.047618865966797,0,0,0,0,5,31.57894515991211,47.36842346191406,26.3157901763916,14.285715103149414,0,4.761904716491699,29.531089782714844,137438953472,0,25288327168,0
199,1771522553209,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,58.24724578857422,58.085811614990234,53.36366653442383,53.96825408935547,51.521419525146484,47.98784255981445,48.14363098144531,51.21347427368164,55,47.36842346191406,0,0,5,5,0,0,0,0,0,0,20,0,5,0,0,14.285715103149414,52.6315803527832,50,30.000001907348633,42.105262756347656,5,4.761904716491699,29.531089782714844,137438953472,0,25223397376,0
199,1771522553409,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,58.24724578857422,58.085811614990234,53.36366653442383,53.96825408935547,51.521419525146484,47.98784255981445,48.14363098144531,51.21347427368164,55,50,9.523809432983398,0,0,0,0,0,0,0,0,0,10.526315689086914,0,0,0,0,0,42.85714340209961,31.57894515991211,15.000000953674316,15.000000953674316,5,5.263157844543457,126.05517578125,137438953472,0,25206554624,0
205,1771522553609,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,58.24724578857422,58.085811614990234,53.36366653442383,53.96825408935547,51.521419525146484,47.98784255981445,48.14363098144531,51.21347427368164,63.15789031982422,50,0,0,9.523809432983398,0,0,0,0,0,0,0,25,0,0,0,0,19.047618865966797,36.842105865478516,35,31.57894515991211,19.047618865966797,0,0,126.05517578125,137438953472,0,25219366912,0
204,1771522553815,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,58.24724578857422,58.085811614990234,53.36366653442383,53.96825408935547,51.521419525146484,47.98784255981445,48.14363098144531,51.21347427368164,52.38095474243164,47.619049072265625,0,0,0,0,0,0,0,4.545454502105713,0,5,14.285715103149414,0,0,0,0,5.263157844543457,45,45,9.523809432983398,10,10,4.545454502105713,126.05517578125,137438953472,0,25204129792,0
206,1771522554019,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,56.750553131103516,57.929237365722656,53.25856399536133,53.349830627441406,54.6323127746582,51.170814514160156,51.60148239135742,54.807350158691406,50,45,4.761904716491699,5,0,0,0,0,4.761904716491699,4.761904716491699,4.545454502105713,0,10.526315689086914,0,0,0,0,9.523809432983398,60.000003814697266,10,26.3157901763916,19.047618865966797,4.761904716491699,0,126.05517578125,137438953472,0,25202851840,0
205,1771522554226,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,56.750553131103516,57.929237365722656,53.25856399536133,53.349830627441406,54.6323127746582,51.170814514160156,51.60148239135742,54.807350158691406,52.38095474243164,50,0,0,0,4.545454502105713,0,0,0,0,0,0,15.000000953674316,0,0,0,0,10,25,35,47.619049072265625,10.526315689086914,4.761904716491699,0,126.05517578125,137438953472,0,25202851840,0
201,1771522554432,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,56.750553131103516,57.929237365722656,53.25856399536133,53.349830627441406,54.6323127746582,51.170814514160156,51.60148239135742,54.807350158691406,52.38095474243164,50,5,0,4.761904716491699,0,0,0,0,0,0,0,22.72727394104004,0,0,0,0,14.285715103149414,45,50,15.000000953674316,9.523809432983398,0,4.761904716491699,149.7248992919922,137438953472,0,25202851840,0
199,1771522554633,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,56.750553131103516,57.929237365722656,53.25856399536133,53.349830627441406,54.6323127746582,51.170814514160156,51.60148239135742,54.807350158691406,52.6315803527832,45,0,0,0,4.761904716491699,0,0,5,0,0,0,20,0,0,0,0,10,57.894737243652344,15.000000953674316,38.095237731933594,5.263157844543457,0,5,149.7248992919922,137438953472,0,25173557248,0
203,1771522554833,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,56.750553131103516,57.929237365722656,53.25856399536133,53.349830627441406,54.6323127746582,51.170814514160156,51.60148239135742,54.807350158691406,50,50,4.761904716491699,4.761904716491699,4.761904716491699,0,0,0,0,0,5,0,10,0,0,0,0,10,55,10.526315689086914,36.842105865478516,5,5,5,149.7248992919922,137438953472,0,25174900736,0
209,1771522555037,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,55.80604934692383,58.872127532958984,53.78456115722656,53.006404876708984,56.44967269897461,52.37031173706055,51.75539016723633,54.36434555053711,52.38095474243164,52.38095474243164,5,0,0,0,4.761904716491699,0,0,0,0,0,10.526315689086914,0,0,0,0,9.523809432983398,15.000000953674316,42.85714340209961,28.571430206298828,28.571430206298828,0,4.761904716491699,149.7248992919922,137438953472,0,25176408064,0
202,1771522555247,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,55.80604934692383,58.872127532958984,53.78456115722656,53.006404876708984,56.44967269897461,52.37031173706055,51.75539016723633,54.36434555053711,50,50,0,0,0,0,0,0,4.761904716491699,0,0,0,10,0,0,0,0,9.523809432983398,60.000003814697266,25,33.333335876464844,4.761904716491699,4.545454502105713,0,149.7248992919922,137438953472,0,25177128960,0
205,1771522555449,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,55.80604934692383,58.872127532958984,53.78456115722656,53.006404876708984,56.44967269897461,52.37031173706055,51.75539016723633,54.36434555053711,55,50,0,5,4.761904716491699,0,0,0,0,0,0,0,18.18181800842285,0,0,0,0,5.263157844543457,52.38095474243164,40,10.526315689086914,10,0,5,149.254638671875,137438953472,0,25178882048,0
199,1771522555655,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,55.80604934692383,58.872127532958984,53.78456115722656,53.006404876708984,56.44967269897461,52.37031173706055,51.75539016723633,54.36434555053711,52.38095474243164,52.38095474243164,0,0,0,0,0,0,4.545454502105713,0,0,0,10.526315689086914,0,0,0,0,4.761904716491699,63.15789031982422,15.000000953674316,20,10,4.761904716491699,4.545454502105713,149.254638671875,137438953472,0,25182748672,0
209,1771522555855,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,55.80604934692383,58.872127532958984,53.78456115722656,53.949134826660156,54.72503662109375,51.413551330566406,51.65165710449219,54.53992462158203,50,50,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,61.904762268066406,42.105262756347656,5.263157844543457,14.285715103149414,5,0,149.254638671875,137438953472,0,25183895552,0
199,1771522556065,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,56.97907638549805,60.031890869140625,54.719303131103516,53.949134826660156,54.72503662109375,51.413551330566406,51.65165710449219,54.53992462158203,55,47.619049072265625,5,0,0,0,0,0,0,0,0,0,15.000000953674316,0,0,0,0,9.523809432983398,50,50,14.285715103149414,0,9.523809432983398,0,149.254638671875,137438953472,0,25185435648,0
201,1771522556265,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,56.97907638549805,60.031890869140625,54.719303131103516,53.949134826660156,54.72503662109375,51.413551330566406,51.65165710449219,54.53992462158203,10,15.000000953674316,4.761904716491699,0,0,0,5,0,4.761904716491699,0,0,0,14.285715103149414,0,0,0,0,5.263157844543457,57.894737243652344,36.842105865478516,10,9.523809432983398,5,5,150.51426696777344,137438953472,0,25186107392,0
208,1771522556466,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,56.97907638549805,60.031890869140625,54.719303131103516,53.949134826660156,54.72503662109375,51.413551330566406,51.65165710449219,54.53992462158203,42.85714340209961,36.842105865478516,0,4.761904716491699,14.285715103149414,5,0,0,5,0,0,0,20,0,0,0,0,14.285715103149414,57.142860412597656,36.842105865478516,15.789472579956055,15.789472579956055,5,0,150.51426696777344,137438953472,0,25185320960,0
209,1771522556675,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,56.97907638549805,60.031890869140625,54.719303131103516,53.949134826660156,54.72503662109375,51.413551330566406,51.65165710449219,54.53992462158203,70,59.09090805053711,0,4.761904716491699,28.571430206298828,9.523809432983398,4.761904716491699,0,0,4.761904716491699,0,0,45,0,0,0,0,40,65,45,23.809524536132813,9.523809432983398,0,4.545454502105713,150.51426696777344,137438953472,0,26794409984,0
