Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_16,CPU_FREQUENCY_17,CPU_FREQUENCY_18,CPU_FREQUENCY_19,CPU_FREQUENCY_2,CPU_FREQUENCY_20,CPU_FREQUENCY_21,CPU_FREQUENCY_22,CPU_FREQUENCY_23,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_16,CPU_USAGE_17,CPU_USAGE_18,CPU_USAGE_19,CPU_USAGE_2,CPU_USAGE_20,CPU_USAGE_21,CPU_USAGE_22,CPU_USAGE_23,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771509234756,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,46.55629348754883,47.15026092529297,44.54949188232422,44.78288650512695,46.813453674316406,44.1480712890625,44.94548416137695,47.12502670288086,NaN,0,0,0,NaN,0,NaN,0,0,0,0,0,0,NaN,0,NaN,50,0,0,0,0,0,0,0,25.534927368164063,137438953472,0,23660789760,0
209,1771509234757,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,46.55629348754883,47.15026092529297,44.54949188232422,44.78288650512695,46.813453674316406,44.1480712890625,44.94548416137695,47.12502670288086,0,0,NaN,NaN,0,0,0,0,0,NaN,NaN,NaN,NaN,0,NaN,100,0,0,NaN,0,NaN,NaN,NaN,NaN,25.534927368164063,137438953472,0,23661953024,0
209,1771509234967,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,46.61260223388672,47.25745391845703,44.595829010009766,44.820247650146484,46.86089324951172,44.225860595703125,44.9920768737793,47.169437408447266,4.761904716491699,4.761904716491699,0,0,0,0,4.545454502105713,0,4.761904716491699,0,0,0,4.545454502105713,38.095237731933594,28.571430206298828,95.23809814453125,5,0,0,0,0,0,0,0,25.534927368164063,137438953472,0,25357893632,0
199,1771509235177,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,46.61260223388672,47.25745391845703,44.595829010009766,44.820247650146484,46.86089324951172,44.225860595703125,44.9920768737793,47.169437408447266,5.263157844543457,5,0,0,0,0,0,0,0,0,0,0,0,81.81818389892578,38.095237731933594,0,0,4.545454502105713,0,0,0,0,0,0,25.534927368164063,137438953472,0,27568979968,0
199,1771509235377,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,46.61260223388672,47.25745391845703,44.595829010009766,44.820247650146484,46.86089324951172,44.225860595703125,44.9920768737793,47.169437408447266,13.636363983154297,5,0,0,0,0,0,0,4.761904716491699,4.761904716491699,4.761904716491699,4.761904716491699,4.761904716491699,83.33332824707031,15.789472579956055,15.789472579956055,19.047618865966797,0,4.761904716491699,0,0,0,0,0,48.16721725463867,137438953472,0,27933769728,0
208,1771509235577,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,46.61260223388672,47.25745391845703,44.595829010009766,44.820247650146484,46.86089324951172,44.225860595703125,44.9920768737793,47.169437408447266,5,5,0,0,0,0,0,0,5,0,0,0,0,42.85714340209961,57.894737243652344,14.285715103149414,5.263157844543457,0,0,5,0,0,0,0,48.16721725463867,137438953472,0,27952316416,0
200,1771509235785,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,46.61260223388672,47.25745391845703,44.595829010009766,44.820247650146484,46.86089324951172,44.225860595703125,44.9920768737793,47.169437408447266,5,4.761904716491699,0,0,0,0,0,0,0,0,4.761904716491699,4.761904716491699,9.090909004211426,45,38.095237731933594,26.3157901763916,10,0,0,0,0,0,0,0,48.16721725463867,137438953472,0,27958296576,0
199,1771509235985,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,47.187713623046875,47.75737380981445,45.018192291259766,45.2768669128418,48.50228500366211,45.89002990722656,46.47161865234375,48.6705322265625,0,5,4.761904716491699,0,0,0,0,0,9.523809432983398,0,0,0,5,45,45,23.809524536132813,9.523809432983398,0,0,4.761904716491699,0,0,0,0,48.16721725463867,137438953472,0,27890761728,0
199,1771509236185,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,47.187713623046875,47.75737380981445,45.018192291259766,45.2768669128418,48.50228500366211,45.89002990722656,46.47161865234375,48.6705322265625,28.571430206298828,21.052631378173828,0,0,5,0,0,0,0,4.761904716491699,0,0,15.789472579956055,42.105262756347656,30.000001907348633,40,21.052631378173828,5.263157844543457,0,0,0,0,0,0,48.16721725463867,137438953472,0,28532572160,0
199,1771509236385,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,3504,47.187713623046875,47.75737380981445,45.018192291259766,45.2768669128418,48.50228500366211,45.89002990722656,46.47161865234375,48.6705322265625,0,4.761904716491699,5,0,0,0,0,0,0,4.761904716491699,0,0,4.761904716491699,30.000001907348633,27.77777862548828,45,19.047618865966797,4.761904716491699,0,0,0,0,0,0,146.31903076171875,137438953472,0,28536864768,0
