Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_10,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
204,1771063180777,4,4,4,4,4,4,4,4,4,4,4,4,4,4,69.3984603881836,70.69029235839844,71.6875,74.21875,70.64838409423828,71.5429916381836,71.80603790283203,70.56871795654297,72.50261688232422,70.26535034179688,70.09506225585938,71.24272918701172,15.789472579956055,5.263157844543457,0,0,0,0,0,0,20,25,21.052631378173828,25,25,0,35.687137603759766,38654705664,0,20759822336,0
204,1771063180982,4,4,4,4,4,4,4,4,4,4,4,4,4,4,69.3984603881836,70.69029235839844,71.6875,74.21875,70.64838409423828,71.5429916381836,71.80603790283203,70.56871795654297,72.50261688232422,70.26535034179688,70.09506225585938,71.24272918701172,20,10,0,0,0,0,9.523809432983398,4.761904716491699,30.000001907348633,20,23.809524536132813,20,20,13.636363983154297,30.62576675415039,38654705664,0,20705001472,0
200,1771063181187,4,4,4,4,4,4,4,4,4,4,4,4,4,4,69.3984603881836,70.69029235839844,71.6875,74.21875,70.64838409423828,71.5429916381836,71.80603790283203,70.56871795654297,72.50261688232422,70.26535034179688,70.09506225585938,71.24272918701172,20,18.18181800842285,0,0,0,0,4.761904716491699,0,42.85714340209961,45,26.3157901763916,40,33.333335876464844,5,30.62576675415039,38654705664,0,20841562112,0
200,1771063181388,4,4,4,4,4,4,4,4,4,4,4,4,4,4,70.38663482666016,71.08686828613281,71.21875,73.984375,71.88722229003906,73.45289611816406,73.4244384765625,70.19229125976563,71.9748764038086,70.36933898925781,70.1912841796875,71.11911010742188,20,5.555555820465088,0,5,0,0,5.263157844543457,9.523809432983398,30.000001907348633,40,30.000001907348633,45,36.842105865478516,0,30.62576675415039,38654705664,0,20842479616,0
200,1771063181588,4,4,4,4,4,4,4,4,4,4,4,4,4,4,70.38663482666016,71.08686828613281,71.21875,73.984375,71.88722229003906,73.45289611816406,73.4244384765625,70.19229125976563,71.9748764038086,70.36933898925781,70.1912841796875,71.11911010742188,21.052631378173828,15.000000953674316,13.636363983154297,14.285715103149414,4.761904716491699,5,9.523809432983398,5,42.105262756347656,35,21.052631378173828,36.842105865478516,36.842105865478516,9.523809432983398,30.62576675415039,38654705664,0,20848033792,0
201,1771063181789,4,4,4,4,4,4,4,4,4,4,4,4,4,4,70.38663482666016,71.08686828613281,71.21875,73.984375,71.88722229003906,73.45289611816406,73.4244384765625,70.19229125976563,71.9748764038086,70.36933898925781,70.1912841796875,71.11911010742188,20,10,38.88888931274414,31.57894515991211,36.842105865478516,45,5.263157844543457,0,0,0,4.761904716491699,0,4.761904716491699,36.842105865478516,30.62576675415039,38654705664,0,20850966528,0
201,1771063181990,4,4,4,4,4,4,4,4,4,4,4,4,4,4,70.38663482666016,71.08686828613281,71.21875,73.984375,71.88722229003906,73.45289611816406,73.4244384765625,70.19229125976563,71.9748764038086,70.36933898925781,70.1912841796875,71.11911010742188,21.052631378173828,15.000000953674316,35,45,35,40,5,5,0,0,5,0,0,35,22.138755798339844,38654705664,0,20849410048,0
200,1771063182192,4,4,4,4,4,4,4,4,4,4,4,4,4,4,70.38663482666016,71.08686828613281,71.21875,73.984375,71.88722229003906,73.45289611816406,73.4244384765625,70.19229125976563,71.9748764038086,70.36933898925781,70.1912841796875,71.11911010742188,15.789472579956055,10,38.095237731933594,26.3157901763916,40,26.3157901763916,5,4.761904716491699,9.523809432983398,4.761904716491699,0,0,0,55,22.138755798339844,38654705664,0,20801011712,0
203,1771063182392,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,71.21875,73.984375,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,23.809524536132813,5.555555820465088,30.000001907348633,35,47.36842346191406,40,10,5,0,0,0,0,0,31.57894515991211,22.138755798339844,38654705664,0,20809318400,0
201,1771063182596,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,71.21875,73.984375,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,20,14.285715103149414,47.36842346191406,35,33.333335876464844,45,5,5,4.761904716491699,4.761904716491699,0,4.761904716491699,0,33.333335876464844,22.138755798339844,38654705664,0,20810661888,0
199,1771063182797,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,71.21875,73.984375,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,21.052631378173828,15.000000953674316,45,40,25,38.095237731933594,5.263157844543457,5,0,0,0,0,0,42.105262756347656,22.138755798339844,38654705664,0,20811366400,0
204,1771063182997,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,71.21875,73.984375,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,25,10.526315689086914,45,42.105262756347656,26.3157901763916,42.105262756347656,9.523809432983398,0,5,4.761904716491699,0,0,0,35,32.7193489074707,38654705664,0,20811137024,0
200,1771063183202,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,71.21875,73.984375,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,42.105262756347656,38.095237731933594,30.000001907348633,45.45454788208008,40,21.052631378173828,25,18.18181800842285,5,0,4.761904716491699,4.761904716491699,0,47.619049072265625,32.7193489074707,38654705664,0,20854325248,0
200,1771063183403,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,71.21875,73.984375,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,30.000001907348633,15.789472579956055,35,31.57894515991211,45,35,10,5.263157844543457,0,0,0,0,0,45,32.7193489074707,38654705664,0,20855209984,0
202,1771063183604,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,71.21875,73.984375,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,20,14.285715103149414,40,31.57894515991211,45,60.000003814697266,5,0,5,9.523809432983398,0,0,0,15.789472579956055,32.7193489074707,38654705664,0,20855242752,0
204,1771063183806,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,71.21875,73.984375,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,15.789472579956055,10.526315689086914,31.57894515991211,40,35,52.38095474243164,5,5,5,0,4.761904716491699,0,0,28.571430206298828,32.7193489074707,38654705664,0,20854603776,0
201,1771063184011,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,71.21875,73.984375,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,20,9.523809432983398,33.333335876464844,42.85714340209961,42.105262756347656,25,9.523809432983398,9.523809432983398,0,0,0,4.545454502105713,0,42.105262756347656,34.11021041870117,38654705664,0,20854751232,0
201,1771063184213,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,71.21875,73.984375,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,25,10.526315689086914,47.36842346191406,30.000001907348633,42.85714340209961,31.57894515991211,5.263157844543457,5,4.761904716491699,0,0,0,4.761904716491699,38.095237731933594,34.11021041870117,38654705664,0,20821753856,0
204,1771063184414,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,71.21875,73.984375,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,20,10.526315689086914,38.095237731933594,22.22222328186035,47.36842346191406,28.571430206298828,5,0,5,0,5,0,0,47.36842346191406,34.11021041870117,38654705664,0,20809154560,0
204,1771063184619,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,71.21875,73.984375,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,15.789472579956055,14.285715103149414,47.36842346191406,28.571430206298828,38.095237731933594,45,5,4.761904716491699,0,4.761904716491699,0,0,4.545454502105713,40,34.11021041870117,38654705664,0,20791246848,0
202,1771063184824,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,71.21875,73.984375,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,20,10,45.45454788208008,65,21.052631378173828,28.571430206298828,9.523809432983398,0,0,4.761904716491699,4.761904716491699,9.523809432983398,0,33.333335876464844,34.11021041870117,38654705664,0,20789903360,0
201,1771063185026,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,71.21875,73.984375,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,20,14.285715103149414,15.789472579956055,55,59.09090805053711,26.3157901763916,5.263157844543457,9.523809432983398,4.761904716491699,0,0,0,0,20,34.594688415527344,38654705664,0,20791181312,0
201,1771063185228,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,71.21875,73.984375,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,21.052631378173828,10.526315689086914,5,4.761904716491699,0,0,5,5,36.842105865478516,42.85714340209961,47.36842346191406,40,26.3157901763916,5,34.594688415527344,38654705664,0,20761362432,0
200,1771063185430,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,71.21875,73.984375,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,20,10,0,0,0,4.761904716491699,5,0,40,31.57894515991211,33.333335876464844,42.105262756347656,40,0,34.594688415527344,38654705664,0,20761362432,0
204,1771063185630,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,71.21875,73.984375,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,21.052631378173828,15.000000953674316,0,5,0,0,9.523809432983398,4.761904716491699,45,26.3157901763916,26.3157901763916,35,50,5,34.594688415527344,38654705664,0,20761362432,0
199,1771063185835,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,71.21875,73.984375,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,20,15.000000953674316,4.761904716491699,0,4.761904716491699,0,0,0,45,52.38095474243164,40,30.000001907348633,30.000001907348633,5,34.594688415527344,38654705664,0,20768915456,0
203,1771063186035,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,71.21875,73.984375,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,20,10.526315689086914,5,4.761904716491699,0,0,5,5,31.57894515991211,36.842105865478516,40,47.36842346191406,30.000001907348633,0,33.95315933227539,38654705664,0,20769030144,0
199,1771063186238,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,71.21875,73.984375,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,20,10,0,0,0,0,5,5,33.333335876464844,35,35,35,25,5,33.95315933227539,38654705664,0,20756201472,0
200,1771063186438,4,4,4,4,4,4,4,4,4,4,4,4,4,4,72.0015640258789,72.81243896484375,72.140625,74.90625,73.59540557861328,75.38013458251953,75.35669708251953,72.4468002319336,74.6999282836914,72.04792022705078,71.84717559814453,73.01219177246094,47.36842346191406,36.842105865478516,0,0,0,0,35,15.000000953674316,15.789472579956055,25,21.052631378173828,20,31.57894515991211,0,33.95315933227539,38654705664,0,20767637504,0
204,1771063186639,4,4,4,4,4,4,4,4,4,4,4,4,4,4,72.0015640258789,72.81243896484375,72.140625,74.90625,73.59540557861328,75.38013458251953,75.35669708251953,72.4468002319336,74.6999282836914,72.04792022705078,71.84717559814453,73.01219177246094,55.55555725097656,50,0,0,0,0,45,36.842105865478516,28.571430206298828,25,25,20,26.3157901763916,5,33.95315933227539,38654705664,0,20747567104,0
201,1771063186843,4,4,4,4,4,4,4,4,4,4,4,4,4,4,72.0015640258789,72.81243896484375,72.140625,74.90625,73.59540557861328,75.38013458251953,75.35669708251953,72.4468002319336,74.6999282836914,72.04792022705078,71.84717559814453,73.01219177246094,61.904762268066406,55,4.761904716491699,4.761904716491699,4.761904716491699,4.545454502105713,55,45,21.052631378173828,21.052631378173828,20,25,30.000001907348633,4.761904716491699,33.95315933227539,38654705664,0,20701872128,0
199,1771063187048,4,4,4,4,4,4,4,4,4,4,4,4,4,4,72.0015640258789,72.81243896484375,72.140625,74.90625,73.59540557861328,75.38013458251953,75.35669708251953,72.4468002319336,74.6999282836914,72.04792022705078,71.84717559814453,73.01219177246094,55,52.38095474243164,0,0,0,0,50,38.095237731933594,25,25,25,25,25,0,34.476158142089844,38654705664,0,20672249856,0
200,1771063187247,4,4,4,4,4,4,4,4,4,4,4,4,4,4,72.0015640258789,72.81243896484375,72.140625,74.90625,73.59540557861328,75.38013458251953,75.35669708251953,72.4468002319336,74.6999282836914,72.04792022705078,71.84717559814453,73.01219177246094,31.57894515991211,21.052631378173828,0,0,0,0,10.526315689086914,5.263157844543457,21.052631378173828,20,25,25,25,0,34.476158142089844,38654705664,0,20606287872,0
204,1771063187448,4,4,4,4,4,4,4,4,4,4,4,4,4,4,69.5823745727539,70.45694732666016,69.375,73.984375,71.1529769897461,72.17703247070313,71.98420715332031,70.23584747314453,72.0813980102539,70.05477905273438,70.11427307128906,71.14503479003906,40,31.57894515991211,0,0,0,0,23.809524536132813,10,25,26.3157901763916,21.052631378173828,21.052631378173828,21.052631378173828,0,34.476158142089844,38654705664,0,20580974592,0
202,1771063187653,4,4,4,4,4,4,4,4,4,4,4,4,4,4,69.5823745727539,70.45694732666016,69.375,73.984375,71.1529769897461,72.17703247070313,71.98420715332031,70.23584747314453,72.0813980102539,70.05477905273438,70.11427307128906,71.14503479003906,57.142860412597656,47.619049072265625,0,4.761904716491699,0,0,38.095237731933594,19.047618865966797,23.809524536132813,20,25,25,23.809524536132813,4.761904716491699,34.476158142089844,38654705664,0,20534198272,0
202,1771063187856,4,4,4,4,4,4,4,4,4,4,4,4,4,4,69.5823745727539,70.45694732666016,69.375,73.984375,71.1529769897461,72.17703247070313,71.98420715332031,70.23584747314453,72.0813980102539,70.05477905273438,70.11427307128906,71.14503479003906,63.15789031982422,55,9.523809432983398,0,0,0,21.052631378173828,19.047618865966797,42.105262756347656,35,21.052631378173828,42.85714340209961,40,5,34.476158142089844,38654705664,0,20662157312,0
202,1771063188058,4,4,4,4,4,4,4,4,4,4,4,4,4,4,69.5823745727539,70.45694732666016,69.375,73.984375,71.1529769897461,72.17703247070313,71.98420715332031,70.23584747314453,72.0813980102539,70.05477905273438,70.11427307128906,71.14503479003906,61.904762268066406,57.894737243652344,0,0,0,0,25,10.526315689086914,30.000001907348633,33.333335876464844,33.333335876464844,47.36842346191406,45,0,27.18593978881836,38654705664,0,20666925056,0
201,1771063188261,4,4,4,4,4,4,4,4,4,4,4,4,4,4,69.5823745727539,70.45694732666016,69.375,73.984375,71.1529769897461,72.17703247070313,71.98420715332031,70.23584747314453,72.0813980102539,70.05477905273438,70.11427307128906,71.14503479003906,63.15789031982422,57.142860412597656,0,0,0,0,25,14.285715103149414,35,47.36842346191406,25,33.333335876464844,45,0,27.18593978881836,38654705664,0,20651769856,0
199,1771063188463,4,4,4,4,4,4,4,4,4,4,4,4,4,4,71.71926879882813,73.14119720458984,72.140625,74.453125,73.04292297363281,74.65653228759766,75.10212707519531,70.82913970947266,72.46076202392578,71.90400695800781,71.73466491699219,73.03960418701172,55,60.000003814697266,0,0,0,4.761904716491699,21.052631378173828,15.000000953674316,35,50,45,45,15.000000953674316,9.523809432983398,27.18593978881836,38654705664,0,20653703168,0
203,1771063188663,4,4,4,4,4,4,4,4,4,4,4,4,4,4,71.71926879882813,73.14119720458984,72.140625,74.453125,73.04292297363281,74.65653228759766,75.10212707519531,70.82913970947266,72.46076202392578,71.90400695800781,71.73466491699219,73.03960418701172,63.15789031982422,52.6315803527832,0,0,4.761904716491699,0,33.333335876464844,15.789472579956055,31.57894515991211,25,57.894737243652344,42.105262756347656,27.77777862548828,0,27.18593978881836,38654705664,0,20654866432,0
203,1771063188867,4,4,4,4,4,4,4,4,4,4,4,4,4,4,71.71926879882813,73.14119720458984,72.140625,74.453125,73.04292297363281,74.65653228759766,75.10212707519531,70.82913970947266,72.46076202392578,71.90400695800781,71.73466491699219,73.03960418701172,60.000003814697266,52.38095474243164,0,4.761904716491699,0,0,30.000001907348633,15.000000953674316,28.571430206298828,45,47.619049072265625,26.3157901763916,47.619049072265625,4.761904716491699,27.18593978881836,38654705664,0,20655882240,0
204,1771063189071,4,4,4,4,4,4,4,4,4,4,4,4,4,4,71.71926879882813,73.14119720458984,72.140625,74.453125,73.04292297363281,74.65653228759766,75.10212707519531,70.82913970947266,72.46076202392578,71.90400695800781,71.73466491699219,73.03960418701172,60.000003814697266,52.6315803527832,4.761904716491699,0,0,0,30.000001907348633,19.047618865966797,45,40,35,28.571430206298828,30.000001907348633,0,25.269325256347656,38654705664,0,20657258496,0
200,1771063189276,4,4,4,4,4,4,4,4,4,4,4,4,4,4,71.71926879882813,73.14119720458984,72.140625,74.453125,73.04292297363281,74.65653228759766,75.10212707519531,70.82913970947266,72.46076202392578,71.90400695800781,71.73466491699219,73.03960418701172,66.66667175292969,60.000003814697266,35,55,30.000001907348633,35,35,28.571430206298828,5,0,0,4.761904716491699,0,33.333335876464844,25.269325256347656,38654705664,0,20617756672,0
204,1771063189476,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,40,40,74.453125,1.5,40,40,40,40,40,1.5,40,60.000003814697266,50,36.842105865478516,28.571430206298828,45,35,30.000001907348633,15.789472579956055,0,0,4.761904716491699,0,4.761904716491699,45,25.269325256347656,38654705664,0,20617756672,0
202,1771063189681,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,40,40,74.453125,1.5,40,40,40,40,40,1.5,40,60.000003814697266,50,47.619049072265625,40,40,25,26.3157901763916,15.000000953674316,4.761904716491699,0,0,0,0,38.095237731933594,25.269325256347656,38654705664,0,20617756672,0
201,1771063189883,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,40,40,74.453125,1.5,40,40,40,40,40,1.5,40,60.000003814697266,55,26.3157901763916,35,33.333335876464844,52.6315803527832,28.571430206298828,15.000000953674316,0,4.761904716491699,0,0,4.761904716491699,42.105262756347656,36.29750442504883,38654705664,0,20634566656,0
199,1771063190085,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,40,40,74.453125,1.5,40,40,40,40,40,1.5,40,63.15789031982422,50,35,35,26.3157901763916,38.095237731933594,25,20,0,0,0,0,0,50,36.29750442504883,38654705664,0,20635942912,0
204,1771063190285,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,40,40,74.453125,1.5,40,40,40,40,40,1.5,40,60.000003814697266,57.894737243652344,40,31.57894515991211,40,40,21.052631378173828,14.285715103149414,9.523809432983398,0,5,0,0,35,36.29750442504883,38654705664,0,20637138944,0
201,1771063190490,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,74.453125,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,76.19047546386719,75,52.38095474243164,28.571430206298828,45,40,65,52.6315803527832,0,4.761904716491699,5,0,0,30.000001907348633,36.29750442504883,38654705664,0,20641431552,0
203,1771063190691,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,74.453125,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,100,100,31.57894515991211,40,42.105262756347656,35,100,95.23809814453125,0,0,0,0,0,42.105262756347656,36.29750442504883,38654705664,0,20643151872,0
202,1771063190895,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,74.453125,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,80,70,42.85714340209961,36.842105865478516,42.85714340209961,40,60.000003814697266,57.894737243652344,5,5,0,4.761904716491699,0,40.90909194946289,35.731689453125,38654705664,0,21168930816,0
201,1771063191098,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,74.453125,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,71.42857360839844,70,31.57894515991211,35,40,45,57.894737243652344,52.38095474243164,4.761904716491699,0,4.761904716491699,0,0,40,35.731689453125,38654705664,0,21181366272,0
204,1771063191299,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,74.453125,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,72.22222137451172,65,42.85714340209961,55,45,30.000001907348633,60.000003814697266,50,0,4.761904716491699,0,0,0,21.052631378173828,35.731689453125,38654705664,0,21181366272,0
204,1771063191504,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,74.453125,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,65,57.142860412597656,35,42.85714340209961,28.571430206298828,35,30.000001907348633,15.000000953674316,4.761904716491699,0,4.761904716491699,0,0,45,35.731689453125,38654705664,0,21181366272,0
203,1771063191708,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,74.453125,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,61.904762268066406,47.36842346191406,40,30.000001907348633,40,50,28.571430206298828,23.809524536132813,0,0,0,0,0,30.000001907348633,35.731689453125,38654705664,0,21181366272,0
204,1771063191912,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,74.453125,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,65,60.000003814697266,40,36.842105865478516,30.000001907348633,35,26.3157901763916,15.789472579956055,0,0,0,0,0,45,36.809749603271484,38654705664,0,21201616896,0
201,1771063192117,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,74.453125,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,61.904762268066406,57.142860412597656,35,38.095237731933594,50,28.571430206298828,28.571430206298828,18.18181800842285,4.761904716491699,0,0,4.545454502105713,0,38.095237731933594,36.809749603271484,38654705664,0,21202731008,0
199,1771063192319,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,74.453125,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,57.894737243652344,52.6315803527832,31.57894515991211,50,30.000001907348633,31.57894515991211,30.000001907348633,15.000000953674316,5,5,0,5.263157844543457,0,35,36.809749603271484,38654705664,0,21203353600,0
200,1771063192519,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,40,40,74.453125,1.5,1.5,1.5,1.5,40,40,1.5,1.5,70,55,47.619049072265625,40,36.842105865478516,31.57894515991211,35,21.052631378173828,0,4.761904716491699,0,0,0,26.3157901763916,36.809749603271484,38654705664,0,21188476928,0
201,1771063192720,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,40,40,74.453125,1.5,1.5,1.5,1.5,40,40,1.5,1.5,80,78.94737243652344,5,0,5,4.761904716491699,68.42105102539063,65,55,45,42.85714340209961,30.000001907348633,25,5,36.809749603271484,38654705664,0,21098070016,0
201,1771063192921,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,40,40,74.453125,1.5,1.5,1.5,1.5,40,40,1.5,1.5,70,65,0,0,4.761904716491699,0,55,45,30.000001907348633,35,21.052631378173828,40,30.000001907348633,4.761904716491699,39.36111831665039,38654705664,0,21119074304,0
202,1771063193123,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,40,40,74.453125,1.5,1.5,1.5,1.5,40,40,1.5,1.5,63.15789031982422,60.000003814697266,0,4.761904716491699,0,4.761904716491699,45,35,16.666667938232422,16.666667938232422,21.052631378173828,20,26.3157901763916,0,39.36111831665039,38654705664,0,21115699200,0
200,1771063193325,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,40,40,74.453125,1.5,1.5,1.5,1.5,40,40,1.5,1.5,65,52.38095474243164,0,0,4.761904716491699,0,38.095237731933594,23.809524536132813,23.809524536132813,20,33.333335876464844,20,30.000001907348633,0,39.36111831665039,38654705664,0,21118599168,0
200,1771063193525,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,74.453125,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,60.000003814697266,50,5,0,0,0,31.57894515991211,11.111111640930176,21.052631378173828,25,21.052631378173828,21.052631378173828,25,5,39.36111831665039,38654705664,0,21119844352,0
199,1771063193726,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,74.453125,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,60.000003814697266,52.38095474243164,0,0,0,0,35,20,25,23.809524536132813,25,26.3157901763916,21.052631378173828,4.761904716491699,39.36111831665039,38654705664,0,21119844352,0
200,1771063193926,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,74.453125,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,55.55555725097656,57.894737243652344,0,5,0,0,36.842105865478516,23.809524536132813,25,26.3157901763916,25,23.809524536132813,25,0,36.583309173583984,38654705664,0,21123055616,0
203,1771063194126,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,74.453125,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,65,50,4.761904716491699,0,0,0,35,20,21.052631378173828,21.052631378173828,21.052631378173828,22.22222328186035,25,0,36.583309173583984,38654705664,0,20631666688,0
201,1771063194330,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,74.453125,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,60.000003814697266,55,0,0,0,0,31.57894515991211,15.000000953674316,25,25,25,25,25,0,36.583309173583984,38654705664,0,20648214528,0
203,1771063194531,4,4,4,4,4,4,4,4,4,4,4,4,4,4,70.39078521728516,71.03713989257813,71.453125,74.21875,71.62249755859375,72.6579360961914,72.99662017822266,70.77867126464844,72.66597747802734,70.54096221923828,70.2266616821289,71.10649108886719,60.000003814697266,52.6315803527832,5,0,0,0,25,10.526315689086914,25,40,40,36.3636360168457,42.105262756347656,9.523809432983398,36.583309173583984,38654705664,0,20834910208,0
203,1771063194735,4,4,4,4,4,4,4,4,4,4,4,4,4,4,70.39078521728516,71.03713989257813,71.453125,74.21875,71.62249755859375,72.6579360961914,72.99662017822266,70.77867126464844,72.66597747802734,70.54096221923828,70.2266616821289,71.10649108886719,60.000003814697266,57.142860412597656,0,0,0,0,28.571430206298828,19.047618865966797,31.57894515991211,45,35,36.842105865478516,33.333335876464844,0,36.583309173583984,38654705664,0,20837154816,0
202,1771063194938,4,4,4,4,4,4,4,4,4,4,4,4,4,4,70.39078521728516,71.03713989257813,71.453125,74.21875,71.62249755859375,72.6579360961914,72.99662017822266,70.77867126464844,72.66597747802734,70.54096221923828,70.2266616821289,71.10649108886719,65,55,0,4.761904716491699,0,0,26.3157901763916,15.000000953674316,47.619049072265625,40,42.105262756347656,25,42.105262756347656,4.761904716491699,24.743331909179688,38654705664,0,20885159936,0
200,1771063195141,4,4,4,4,4,4,4,4,4,4,4,4,4,4,70.39078521728516,71.03713989257813,71.453125,74.21875,71.62249755859375,72.6579360961914,72.99662017822266,70.77867126464844,72.66597747802734,70.54096221923828,70.2266616821289,71.10649108886719,60.000003814697266,55,4.761904716491699,0,4.761904716491699,0,28.571430206298828,20,47.36842346191406,35,42.85714340209961,30.000001907348633,35,0,24.743331909179688,38654705664,0,20844216320,0
