Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_10,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
200,1771063210724,4,4,4,4,4,4,4,4,4,4,4,4,4,4,73.7681655883789,75.16986846923828,73.296875,75.828125,75.57970428466797,77.37345886230469,77.35264587402344,74.02393341064453,76.14750671386719,74.09384155273438,74.60655212402344,76.24750518798828,35,28.571430206298828,0,0,4.761904716491699,0,10.526315689086914,10,35,35,35,42.105262756347656,42.85714340209961,4.761904716491699,34.85313034057617,38654705664,0,20701085696,0
200,1771063210925,4,4,4,4,4,4,4,4,4,4,4,4,4,4,73.7681655883789,75.16986846923828,73.296875,75.828125,75.57970428466797,77.37345886230469,77.35264587402344,74.02393341064453,76.14750671386719,74.09384155273438,74.60655212402344,76.24750518798828,31.57894515991211,21.052631378173828,0,0,0,5,15.789472579956055,15.000000953674316,35,35,47.36842346191406,35,36.842105865478516,0,35.35886764526367,38654705664,0,20701888512,0
204,1771063211125,4,4,4,4,4,4,4,4,4,4,4,4,4,4,73.7681655883789,75.16986846923828,73.296875,75.828125,75.57970428466797,77.37345886230469,77.35264587402344,74.02393341064453,76.14750671386719,74.09384155273438,74.60655212402344,76.24750518798828,20,10.526315689086914,19.047618865966797,35,30.000001907348633,19.047618865966797,9.523809432983398,5,10.526315689086914,10,10.526315689086914,20,9.523809432983398,38.095237731933594,35.35886764526367,38654705664,0,20702478336,0
204,1771063211330,4,4,4,4,4,4,4,4,4,4,4,4,4,4,73.7681655883789,75.16986846923828,73.296875,75.828125,75.57970428466797,77.37345886230469,77.35264587402344,74.02393341064453,76.14750671386719,74.09384155273438,74.60655212402344,76.24750518798828,80.95238494873047,76.19047546386719,30.000001907348633,40,26.3157901763916,50,68.42105102539063,60.000003814697266,9.523809432983398,0,4.545454502105713,0,0,36.842105865478516,35.35886764526367,38654705664,0,20716552192,0
199,1771063211535,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,47.36842346191406,50,45,35,42.85714340209961,31.57894515991211,38.095237731933594,28.571430206298828,0,4.761904716491699,4.761904716491699,0,0,38.095237731933594,35.35886764526367,38654705664,0,20717977600,0
204,1771063211735,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,70,65,40,40,42.105262756347656,50,70,60.000003814697266,0,0,0,4.761904716491699,0,42.105262756347656,35.35886764526367,38654705664,0,20729217024,0
202,1771063211940,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,50,33.333335876464844,50,30.000001907348633,40,28.571430206298828,57.142860412597656,30.000001907348633,9.523809432983398,4.761904716491699,0,5,0,38.095237731933594,34.765052795410156,38654705664,0,20729561088,0
200,1771063212143,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,52.6315803527832,50,40,28.571430206298828,42.85714340209961,45,42.105262756347656,25,0,0,0,0,0,40,34.765052795410156,38654705664,0,20729724928,0
201,1771063212343,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,70,52.6315803527832,40,42.105262756347656,42.105262756347656,36.842105865478516,45,35,0,0,0,0,0,35,34.765052795410156,38654705664,0,20732051456,0
200,1771063212545,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,47.619049072265625,36.842105865478516,36.842105865478516,42.105262756347656,38.095237731933594,35,25,25,0,0,4.761904716491699,0,0,30.000001907348633,34.765052795410156,38654705664,0,20734951424,0
201,1771063212745,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,36.842105865478516,35,42.85714340209961,47.619049072265625,31.57894515991211,42.105262756347656,30.000001907348633,21.052631378173828,9.523809432983398,4.761904716491699,0,4.761904716491699,0,26.3157901763916,34.765052795410156,38654705664,0,20736425984,0
200,1771063212946,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,50,45,42.105262756347656,36.842105865478516,35,33.333335876464844,36.842105865478516,35,0,0,0,0,0,36.842105865478516,35.9365348815918,38654705664,0,20738359296,0
201,1771063213147,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,27.77777862548828,21.052631378173828,15.000000953674316,28.571430206298828,21.052631378173828,21.052631378173828,10,14.285715103149414,0,0,0,0,9.090909004211426,25,35.9365348815918,38654705664,0,20742668288,0
202,1771063213349,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,30.000001907348633,20,20,21.052631378173828,23.809524536132813,25,14.285715103149414,0,0,5,4.761904716491699,0,0,30.000001907348633,35.9365348815918,38654705664,0,20743880704,0
203,1771063213552,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,38.095237731933594,30.000001907348633,25,21.052631378173828,21.052631378173828,25,25,19.047618865966797,5,0,0,0,0,25,35.9365348815918,38654705664,0,20725989376,0
200,1771063213755,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,31.57894515991211,25,15.789472579956055,23.809524536132813,23.809524536132813,20,10,10,4.761904716491699,0,0,0,0,31.57894515991211,35.9365348815918,38654705664,0,20726857728,0
200,1771063213956,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,35,26.3157901763916,25,25,25,20,20,15.000000953674316,0,4.761904716491699,0,0,0,25,35.39899826049805,38654705664,0,20729118720,0
200,1771063214157,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,22.22222328186035,15.000000953674316,25,21.052631378173828,16.666667938232422,25,5,0,0,0,4.761904716491699,0,0,25,35.39899826049805,38654705664,0,20695351296,0
201,1771063214357,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,23.809524536132813,10.526315689086914,25,25,28.571430206298828,21.052631378173828,5,0,4.761904716491699,0,0,0,0,25,35.39899826049805,38654705664,0,20679393280,0
201,1771063214559,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,1.5,40,52.6315803527832,52.38095474243164,31.57894515991211,26.3157901763916,36.842105865478516,28.571430206298828,42.105262756347656,42.85714340209961,5,0,0,5,0,21.052631378173828,35.39899826049805,38654705664,0,20710834176,0
203,1771063214760,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,1.5,40,26.3157901763916,21.052631378173828,35,40,30.000001907348633,22.22222328186035,19.047618865966797,15.000000953674316,0,5,0,0,0,60.000003814697266,35.39899826049805,38654705664,0,20704444416,0
200,1771063214964,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,1.5,40,33.333335876464844,28.571430206298828,33.333335876464844,25,40,61.904762268066406,20,10,5,4.761904716491699,0,0,0,35,23.958576202392578,38654705664,0,20708540416,0
199,1771063215164,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,1.5,40,45,35,15.789472579956055,15.000000953674316,15.000000953674316,10,20,10.526315689086914,35,15.000000953674316,30.000001907348633,21.052631378173828,28.571430206298828,10,23.958576202392578,38654705664,0,20710817792,0
200,1771063215364,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,1.5,40,44.4444465637207,33.333335876464844,0,5,0,0,35,28.571430206298828,36.842105865478516,26.3157901763916,40,45,42.105262756347656,5,23.958576202392578,38654705664,0,20714192896,0
202,1771063215565,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,25,15.000000953674316,5,0,4.761904716491699,0,10.526315689086914,5,26.3157901763916,52.6315803527832,40,30.000001907348633,40,5,23.958576202392578,38654705664,0,20715110400,0
203,1771063215767,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,35,33.333335876464844,0,0,0,0,28.571430206298828,15.000000953674316,38.095237731933594,42.85714340209961,30.000001907348633,45,31.57894515991211,0,23.958576202392578,38654705664,0,20715896832,0
199,1771063215971,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,31.57894515991211,20,0,0,0,4.761904716491699,11.111111640930176,15.000000953674316,35,55,35,30.000001907348633,33.333335876464844,4.761904716491699,27.334152221679688,38654705664,0,20716421120,0
203,1771063216171,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,30.000001907348633,20,0,0,0,0,19.047618865966797,10,40,25,50,50,31.57894515991211,0,27.334152221679688,38654705664,0,20716568576,0
204,1771063216375,4,4,4,4,4,4,4,4,4,4,4,4,4,4,74.65003204345703,75.78099060058594,73.296875,76.0625,75.39065551757813,77.47344970703125,78.49009704589844,75.04069519042969,77.52982330322266,74.64456939697266,73.02320861816406,73.89812469482422,20,10.526315689086914,4.545454502105713,0,0,0,9.523809432983398,9.523809432983398,47.36842346191406,36.842105865478516,50,35,20,0,27.334152221679688,38654705664,0,20716568576,0
200,1771063216580,4,4,4,4,4,4,4,4,4,4,4,4,4,4,74.65003204345703,75.78099060058594,73.296875,76.0625,75.39065551757813,77.47344970703125,78.49009704589844,75.04069519042969,77.52982330322266,74.64456939697266,73.02320861816406,73.89812469482422,15.789472579956055,14.285715103149414,4.761904716491699,0,0,0,5,0,52.38095474243164,23.809524536132813,25,35,52.38095474243164,9.523809432983398,27.334152221679688,38654705664,0,20716716032,0
204,1771063216780,4,4,4,4,4,4,4,4,4,4,4,4,4,4,74.65003204345703,75.78099060058594,73.296875,76.0625,75.39065551757813,77.47344970703125,78.49009704589844,75.04069519042969,77.52982330322266,74.64456939697266,73.02320861816406,73.89812469482422,25,10.526315689086914,0,9.090909004211426,0,0,5.263157844543457,5,30.000001907348633,50,40,40,33.333335876464844,0,27.334152221679688,38654705664,0,20716765184,0
201,1771063216985,4,4,4,4,4,4,4,4,4,4,4,4,4,4,74.65003204345703,75.78099060058594,73.296875,76.0625,75.39065551757813,77.47344970703125,78.49009704589844,75.04069519042969,77.52982330322266,74.64456939697266,73.02320861816406,73.89812469482422,15.000000953674316,10,0,0,5,0,9.523809432983398,5,30.000001907348633,31.57894515991211,30.000001907348633,35,54.54545593261719,5,35.781105041503906,38654705664,0,20716765184,0
200,1771063217187,4,4,4,4,4,4,4,4,4,4,4,4,4,4,74.65003204345703,75.78099060058594,73.296875,76.0625,75.39065551757813,77.47344970703125,78.49009704589844,75.04069519042969,77.52982330322266,74.64456939697266,73.02320861816406,73.89812469482422,25,15.000000953674316,0,0,0,0,5,0,50,50,30.000001907348633,25,42.105262756347656,4.761904716491699,35.781105041503906,38654705664,0,20716470272,0
200,1771063217387,4,4,4,4,4,4,4,4,4,4,4,4,4,4,74.05997467041016,74.50444793701172,73.75,76.296875,76.29704284667969,78.1723403930664,77.60936737060547,74.15171813964844,76.36100006103516,73.69991302490234,75.5391616821289,77.40306854248047,25,23.809524536132813,0,0,0,4.761904716491699,10,9.523809432983398,40,31.57894515991211,45,35,35,0,35.781105041503906,38654705664,0,20716584960,0
200,1771063217588,4,4,4,4,4,4,4,4,4,4,4,4,4,4,74.05997467041016,74.50444793701172,73.75,76.296875,76.29704284667969,78.1723403930664,77.60936737060547,74.15171813964844,76.36100006103516,73.69991302490234,75.5391616821289,77.40306854248047,44.4444465637207,31.57894515991211,5,0,4.761904716491699,0,21.052631378173828,20,47.36842346191406,33.333335876464844,40,36.842105865478516,35,0,35.781105041503906,38654705664,0,20716765184,0
204,1771063217788,4,4,4,4,4,4,4,4,4,4,4,4,4,4,74.05997467041016,74.50444793701172,73.75,76.296875,76.29704284667969,78.1723403930664,77.60936737060547,74.15171813964844,76.36100006103516,73.69991302490234,75.5391616821289,77.40306854248047,35,21.052631378173828,4.761904716491699,0,0,0,20,25,35,47.36842346191406,27.77777862548828,40,50,5,35.781105041503906,38654705664,0,20716765184,0
204,1771063217993,4,4,4,4,4,4,4,4,4,4,4,4,4,4,74.05997467041016,74.50444793701172,73.75,76.296875,76.29704284667969,78.1723403930664,77.60936737060547,74.15171813964844,76.36100006103516,73.69991302490234,75.5391616821289,77.40306854248047,55,52.38095474243164,0,5,4.761904716491699,0,45,40,42.85714340209961,28.571430206298828,28.571430206298828,61.904762268066406,26.3157901763916,5,34.785282135009766,38654705664,0,20716765184,0
200,1771063218197,4,4,4,4,4,4,4,4,4,4,4,4,4,4,74.05997467041016,74.50444793701172,73.75,76.296875,76.29704284667969,78.1723403930664,77.60936737060547,74.15171813964844,76.36100006103516,73.69991302490234,75.5391616821289,77.40306854248047,33.333335876464844,16.666667938232422,0,4.545454502105713,0,0,15.000000953674316,10,25,45,55,30.000001907348633,45,4.761904716491699,34.785282135009766,38654705664,0,21438857216,0
202,1771063218398,4,4,4,4,4,4,4,4,4,4,4,4,4,4,74.21453857421875,76.31080627441406,73.984375,76.984375,76.02281951904297,77.94095611572266,77.68817138671875,75.2691650390625,77.60942840576172,75.11133575439453,74.4359359741211,75.70429992675781,31.57894515991211,28.571430206298828,5,0,0,0,20,10,25,36.842105865478516,42.105262756347656,47.36842346191406,30.000001907348633,5.263157844543457,34.785282135009766,38654705664,0,21438955520,0
202,1771063218601,4,4,4,4,4,4,4,4,4,4,4,4,4,4,74.21453857421875,76.31080627441406,73.984375,76.984375,76.02281951904297,77.94095611572266,77.68817138671875,75.2691650390625,77.60942840576172,75.11133575439453,74.4359359741211,75.70429992675781,21.052631378173828,10,20,30.000001907348633,25,15.000000953674316,5,5,15.789472579956055,23.809524536132813,20,23.809524536132813,15.000000953674316,23.809524536132813,34.785282135009766,38654705664,0,21437382656,0
204,1771063218803,4,4,4,4,4,4,4,4,4,4,4,4,4,4,74.21453857421875,76.31080627441406,73.984375,76.984375,76.02281951904297,77.94095611572266,77.68817138671875,75.2691650390625,77.60942840576172,75.11133575439453,74.4359359741211,75.70429992675781,23.809524536132813,15.000000953674316,36.842105865478516,38.095237731933594,26.3157901763916,50,5,4.761904716491699,0,0,0,0,0,36.842105865478516,34.785282135009766,38654705664,0,21437349888,0
203,1771063219008,4,4,4,4,4,4,4,4,4,4,4,4,4,4,74.21453857421875,76.31080627441406,73.984375,76.984375,76.02281951904297,77.94095611572266,77.68817138671875,75.2691650390625,77.60942840576172,75.11133575439453,74.4359359741211,75.70429992675781,21.052631378173828,15.000000953674316,52.38095474243164,36.842105865478516,35,33.333335876464844,19.047618865966797,5,4.761904716491699,0,0,0,0,33.333335876464844,35.61003112792969,38654705664,0,21437349888,0
204,1771063219211,4,4,4,4,4,4,4,4,4,4,4,4,4,4,74.21453857421875,76.31080627441406,73.984375,76.984375,76.02281951904297,77.94095611572266,77.68817138671875,75.2691650390625,77.60942840576172,75.11133575439453,74.4359359741211,75.70429992675781,35,25,30.000001907348633,35,52.38095474243164,42.105262756347656,10.526315689086914,20,4.761904716491699,0,4.761904716491699,0,0,40,35.61003112792969,38654705664,0,20952055808,0
200,1771063219416,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,73.984375,76.984375,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,20,10,47.619049072265625,40,15.789472579956055,33.333335876464844,4.761904716491699,5,0,4.761904716491699,4.761904716491699,4.761904716491699,0,40,35.61003112792969,38654705664,0,20968505344,0
203,1771063219617,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,73.984375,76.984375,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,15.789472579956055,15.000000953674316,21.052631378173828,50,38.095237731933594,47.36842346191406,10,9.523809432983398,5,0,0,0,0,42.105262756347656,35.61003112792969,38654705664,0,21022326784,0
201,1771063219821,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,73.984375,76.984375,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,20,5,33.333335876464844,23.809524536132813,26.3157901763916,20,0,0,0,4.761904716491699,0,0,4.761904716491699,25,35.61003112792969,38654705664,0,21027258368,0
204,1771063220022,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,73.984375,76.984375,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,25,10.526315689086914,15.789472579956055,16.666667938232422,28.571430206298828,23.809524536132813,5,0,0,0,0,0,0,25,35.663658142089844,38654705664,0,21027225600,0
202,1771063220227,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,73.984375,76.984375,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,15.789472579956055,14.285715103149414,25,23.809524536132813,30.000001907348633,21.052631378173828,0,0,4.761904716491699,0,0,4.545454502105713,0,20,35.663658142089844,38654705664,0,20952416256,0
202,1771063220430,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,1.5,73.984375,76.984375,40,1.5,1.5,1.5,1.5,1.5,40,1.5,20,15.000000953674316,25,25,26.3157901763916,23.809524536132813,5,0,4.761904716491699,4.761904716491699,0,4.761904716491699,0,25,35.663658142089844,38654705664,0,20957511680,0
199,1771063220632,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,1.5,73.984375,76.984375,40,1.5,1.5,1.5,1.5,1.5,40,1.5,15.789472579956055,10,20,21.052631378173828,20,21.052631378173828,4.761904716491699,0,0,0,4.761904716491699,0,0,23.809524536132813,35.663658142089844,38654705664,0,20959510528,0
202,1771063220832,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,1.5,73.984375,76.984375,40,1.5,1.5,1.5,1.5,1.5,40,1.5,25,5.555555820465088,21.052631378173828,28.571430206298828,25,21.052631378173828,5,5,0,0,0,0,4.761904716491699,16.666667938232422,35.663658142089844,38654705664,0,20937588736,0
202,1771063221035,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,1.5,73.984375,76.984375,40,1.5,1.5,1.5,1.5,1.5,40,1.5,15.789472579956055,10,28.571430206298828,15.789472579956055,25,25,0,0,0,0,0,0,0,25,31.926677703857422,38654705664,0,20844953600,0
203,1771063221238,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,1.5,73.984375,76.984375,40,1.5,1.5,1.5,1.5,1.5,40,1.5,20,14.285715103149414,31.57894515991211,25,31.57894515991211,23.809524536132813,5,0,4.761904716491699,0,0,0,0,25,31.926677703857422,38654705664,0,20873510912,0
204,1771063221442,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,1.5,40,40,40,40,40,1.5,1.5,1.5,40,40,15.789472579956055,10,40,35,45,35,4.761904716491699,4.761904716491699,4.761904716491699,8.69565200805664,4.761904716491699,0,0,38.095237731933594,31.926677703857422,38654705664,0,20887846912,0
202,1771063221647,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,1.5,40,40,40,40,40,1.5,1.5,1.5,40,40,23.809524536132813,10,42.85714340209961,42.85714340209961,30.000001907348633,35,9.523809432983398,5,0,0,0,0,0,42.105262756347656,31.926677703857422,38654705664,0,20898316288,0
201,1771063221850,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,1.5,40,40,40,40,40,1.5,1.5,1.5,40,40,20,15.000000953674316,26.3157901763916,55,30.000001907348633,35,5.263157844543457,5,4.761904716491699,0,0,0,0,35,31.926677703857422,38654705664,0,20901986304,0
204,1771063222051,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,1.5,40,40,40,40,40,1.5,1.5,1.5,40,40,21.052631378173828,15.000000953674316,33.333335876464844,25,42.85714340209961,40,10,10,5,0,0,0,0,52.38095474243164,21.95948028564453,38654705664,0,20920221696,0
200,1771063222256,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,1.5,40,40,40,40,40,1.5,1.5,1.5,40,40,80,78.94737243652344,40,31.57894515991211,31.57894515991211,45,70,70,10,0,4.761904716491699,4.761904716491699,4.761904716491699,25,21.95948028564453,38654705664,0,21146222592,0
204,1771063222457,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,1.5,40,40,40,40,40,1.5,1.5,1.5,40,40,60.000003814697266,55,36.842105865478516,38.095237731933594,42.85714340209961,31.57894515991211,38.095237731933594,25,0,4.761904716491699,0,5,0,47.36842346191406,21.95948028564453,38654705664,0,21144567808,0
200,1771063222662,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,1.5,40,40,40,40,40,1.5,1.5,1.5,40,40,50,40,23.809524536132813,10,19.047618865966797,9.523809432983398,25,10,35,23.809524536132813,33.333335876464844,14.285715103149414,20,19.047618865966797,21.95948028564453,38654705664,0,21145829376,0
200,1771063222862,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,1.5,40,40,40,40,40,1.5,1.5,1.5,40,40,25,15.000000953674316,0,5,0,5,5.263157844543457,5,40,42.105262756347656,30.000001907348633,31.57894515991211,50,5.263157844543457,21.95948028564453,38654705664,0,21180825600,0
200,1771063223063,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,1.5,40,40,40,40,40,1.5,1.5,1.5,40,40,21.052631378173828,10,4.761904716491699,0,0,0,5,0,45,35,44.4444465637207,25,35,9.523809432983398,29.659679412841797,38654705664,0,21191327744,0
204,1771063223263,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,1.5,40,40,40,40,40,1.5,1.5,1.5,40,40,25,20,5,0,0,0,5,9.523809432983398,26.3157901763916,57.894737243652344,35,42.105262756347656,35,0,29.659679412841797,38654705664,0,20945977344,0
203,1771063223468,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,21.052631378173828,10.526315689086914,0,4.761904716491699,4.761904716491699,0,5,0,45.45454788208008,25,28.571430206298828,61.904762268066406,35,0,29.659679412841797,38654705664,0,20932427776,0
199,1771063223671,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,20,14.285715103149414,4.761904716491699,4.761904716491699,0,0,5,4.761904716491699,21.052631378173828,42.85714340209961,30.000001907348633,50,50,9.090909004211426,29.659679412841797,38654705664,0,20933427200,0
202,1771063223871,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,21.052631378173828,10.526315689086914,0,0,5,0,10,5,36.842105865478516,52.6315803527832,52.6315803527832,21.052631378173828,25,0,36.444889068603516,38654705664,0,20931624960,0
203,1771063224074,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,23.809524536132813,10.526315689086914,0,0,0,0,5,5,35,31.57894515991211,45,35,36.842105865478516,0,36.444889068603516,38654705664,0,20885504000,0
201,1771063224277,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,15.789472579956055,14.285715103149414,4.761904716491699,0,0,0,5,4.761904716491699,21.052631378173828,38.095237731933594,38.095237731933594,50,47.619049072265625,9.090909004211426,36.444889068603516,38654705664,0,20849426432,0
200,1771063224479,4,4,4,4,4,4,4,4,4,4,4,4,4,4,73.93987274169922,76.74067687988281,73.53125,76.75,75.0960693359375,76.55198669433594,77.28526306152344,75.44959259033203,77.75469207763672,75.44217681884766,74.5689468383789,76.22061157226563,21.052631378173828,15.000000953674316,0,0,0,0,10,0,42.85714340209961,35,50,31.57894515991211,26.3157901763916,0,36.444889068603516,38654705664,0,20855013376,0
200,1771063224679,4,4,4,4,4,4,4,4,4,4,4,4,4,4,73.93987274169922,76.74067687988281,73.53125,76.75,75.0960693359375,76.55198669433594,77.28526306152344,75.44959259033203,77.75469207763672,75.44217681884766,74.5689468383789,76.22061157226563,30.000001907348633,21.052631378173828,4.761904716491699,0,0,0,15.000000953674316,10.526315689086914,45,40,21.052631378173828,35,55,0,36.444889068603516,38654705664,0,20864892928,0
202,1771063224880,4,4,4,4,4,4,4,4,4,4,4,4,4,4,73.93987274169922,76.74067687988281,73.53125,76.75,75.0960693359375,76.55198669433594,77.28526306152344,75.44959259033203,77.75469207763672,75.44217681884766,74.5689468383789,76.22061157226563,20,10,0,0,0,0,0,9.523809432983398,31.57894515991211,47.36842346191406,40,45,30.000001907348633,5,35.22085189819336,38654705664,0,20863483904,0
202,1771063225082,4,4,4,4,4,4,4,4,4,4,4,4,4,4,73.93987274169922,76.74067687988281,73.53125,76.75,75.0960693359375,76.55198669433594,77.28526306152344,75.44959259033203,77.75469207763672,75.44217681884766,74.5689468383789,76.22061157226563,26.3157901763916,25,0,9.090909004211426,0,4.761904716491699,19.047618865966797,14.285715103149414,40,33.333335876464844,45,33.333335876464844,45,4.761904716491699,35.22085189819336,38654705664,0,20863729664,0
199,1771063225285,4,4,4,4,4,4,4,4,4,4,4,4,4,4,73.93987274169922,76.74067687988281,73.53125,76.75,75.0960693359375,76.55198669433594,77.28526306152344,75.44959259033203,77.75469207763672,75.44217681884766,74.5689468383789,76.22061157226563,28.571430206298828,15.000000953674316,0,0,0,4.761904716491699,10,0,35,40,33.333335876464844,47.36842346191406,30.000001907348633,0,35.22085189819336,38654705664,0,20823638016,0
201,1771063225485,4,4,4,4,4,4,4,4,4,4,4,4,4,4,74.82730102539063,75.63089752197266,74.21875,76.984375,76.32843017578125,78.34500885009766,78.5535888671875,75.31275939941406,77.68827819824219,74.74076843261719,74.73875427246094,76.09112548828125,22.22222328186035,20,5,0,0,0,15.000000953674316,10,55,31.57894515991211,42.105262756347656,26.3157901763916,35,5.263157844543457,35.22085189819336,38654705664,0,20825227264,0
204,1771063225687,4,4,4,4,4,4,4,4,4,4,4,4,4,4,74.82730102539063,75.63089752197266,74.21875,76.984375,76.32843017578125,78.34500885009766,78.5535888671875,75.31275939941406,77.68827819824219,74.74076843261719,74.73875427246094,76.09112548828125,40,31.57894515991211,5,0,4.761904716491699,0,21.052631378173828,19.047618865966797,26.3157901763916,35,35,50,36.842105865478516,9.523809432983398,35.22085189819336,38654705664,0,20828962816,0
