Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_10,CPU_TEMP_11,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
199,1771062635890,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,68.921875,73.0625,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,31.57894515991211,26.3157901763916,36.842105865478516,31.57894515991211,30.000001907348633,42.85714340209961,10.526315689086914,5.263157844543457,5.263157844543457,0,9.090909004211426,0,4.761904716491699,31.57894515991211,23.970603942871094,38654705664,0,21876817920,0
200,1771062636090,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,68.921875,73.0625,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,40,25,33.333335876464844,38.095237731933594,40,36.842105865478516,15.000000953674316,5,5,0,0,0,0,40,23.970603942871094,38654705664,0,21868412928,0
199,1771062636291,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,68.921875,73.0625,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,31.57894515991211,30.000001907348633,45,35,30.000001907348633,25,10.526315689086914,10,9.523809432983398,4.761904716491699,0,0,0,31.57894515991211,23.970603942871094,38654705664,0,21807955968,0
202,1771062636491,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,1.5,40,73.0625,40,1.5,1.5,1.5,1.5,1.5,40,40,36.842105865478516,26.3157901763916,20,30.000001907348633,30.000001907348633,27.77777862548828,19.047618865966797,10,10.526315689086914,15.000000953674316,15.000000953674316,14.285715103149414,5.263157844543457,20,23.970603942871094,38654705664,0,21818687488,0
201,1771062636694,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,1.5,40,73.0625,40,1.5,1.5,1.5,1.5,1.5,40,40,28.571430206298828,20,0,0,0,4.761904716491699,10,5,36.842105865478516,25,30.000001907348633,31.57894515991211,42.85714340209961,5,23.970603942871094,38654705664,0,21812953088,0
202,1771062636896,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,1.5,40,73.0625,40,1.5,1.5,1.5,1.5,1.5,40,40,26.3157901763916,15.789472579956055,4.761904716491699,0,5,0,10,0,33.333335876464844,45,31.57894515991211,35,25,5,30.98077392578125,38654705664,0,21813805056,0
200,1771062637098,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,1.5,40,73.0625,40,1.5,1.5,1.5,1.5,1.5,40,40,30.000001907348633,23.809524536132813,0,0,0,4.761904716491699,10.526315689086914,9.523809432983398,40,30.000001907348633,35,33.333335876464844,30.000001907348633,5,30.98077392578125,38654705664,0,21812428800,0
200,1771062637299,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,1.5,40,73.0625,40,1.5,1.5,1.5,1.5,1.5,40,40,26.3157901763916,15.789472579956055,0,0,0,0,14.285715103149414,9.523809432983398,25,45,23.809524536132813,31.57894515991211,42.105262756347656,0,30.98077392578125,38654705664,0,21815230464,0
202,1771062637500,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,73.0625,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,30.000001907348633,20,5,9.523809432983398,0,0,10,0,36.842105865478516,36.842105865478516,26.3157901763916,35,33.333335876464844,10,30.98077392578125,38654705664,0,21815230464,0
199,1771062637702,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,73.0625,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,25,20,5,0,0,0,10,5,40,35,23.809524536132813,40,15.789472579956055,4.761904716491699,30.98077392578125,38654705664,0,21849980928,0
