Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_10,CPU_TEMP_11,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
203,1771063392792,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,11.111111640930176,5.263157844543457,40,31.57894515991211,40,15.000000953674316,5,4.761904716491699,0,0,0,0,0,35,30.420818328857422,38654705664,0,20663894016,0
202,1771063392995,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,20,10,42.85714340209961,40,26.3157901763916,15.000000953674316,4.761904716491699,0,4.761904716491699,0,0,0,0,40,31.467041015625,38654705664,0,20793819136,0
199,1771063393198,4,4,4,4,4,4,4,4,4,4,4,4,4,4,40,40,40,40,40,40,40,40,40,40,40,40,5.263157844543457,9.523809432983398,15.789472579956055,23.809524536132813,42.85714340209961,20,0,0,0,0,4.761904716491699,0,0,20,31.467041015625,38654705664,0,21170159616,0
201,1771063393398,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,20,5.263157844543457,31.57894515991211,15.789472579956055,0,31.57894515991211,0,5,4.761904716491699,0,0,4.761904716491699,0,30.000001907348633,31.467041015625,38654705664,0,21194850304,0
201,1771063393600,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,20,10.526315689086914,35,5.263157844543457,9.523809432983398,40,5,4.761904716491699,0,4.761904716491699,0,4.761904716491699,0,31.57894515991211,31.467041015625,38654705664,0,21046607872,0
204,1771063393802,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,21.052631378173828,10,15.000000953674316,25,27.77777862548828,25,9.523809432983398,0,0,4.761904716491699,0,0,0,23.809524536132813,31.467041015625,38654705664,0,21017886720,0
200,1771063394006,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,15.789472579956055,14.285715103149414,14.285715103149414,33.333335876464844,28.571430206298828,26.3157901763916,0,0,4.761904716491699,0,0,0,0,15.789472579956055,30.661949157714844,38654705664,0,21016281088,0
201,1771063394207,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,20,10,26.3157901763916,26.3157901763916,25,25,5,0,0,0,5,0,0,25,30.661949157714844,38654705664,0,20937211904,0
202,1771063394409,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,40,1.5,1.5,1.5,1.5,1.5,40,1.5,20,10,23.809524536132813,25,26.3157901763916,25,0,0,0,0,0,0,0,15.000000953674316,30.661949157714844,38654705664,0,20894449664,0
204,1771063394611,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1.5,1.5,40,40,40,1.5,1.5,1.5,1.5,1.5,40,1.5,20,10.526315689086914,26.3157901763916,21.052631378173828,23.809524536132813,26.3157901763916,4.761904716491699,4.761904716491699,4.761904716491699,4.761904716491699,4.761904716491699,0,0,15.789472579956055,30.661949157714844,38654705664,0,20767719424,0
